timestamp,lot_id,target_class,module_a_outlier_score,flag_module_a,predicted_late_value,drift_deviation_ratio,flag_module_b,defect_probability,predicted_defect_class,unified_risk_score,risk_level
2008-07-22 02:59:00,2008-07-22,0,0.6579315892901081,0,1.4033957,0.0013195758998363408,0,3.759720238626893e-06,0,0.0,LOW (PASS / SAFE)
2008-07-22 08:41:00,2008-07-22,0,0.8140060181773621,0,1.4064316,0.0008408093505726553,0,2.6738043141264704e-06,0,0.0,LOW (PASS / SAFE)
2008-07-22 11:47:00,2008-07-22,0,1.0661772291820362,0,1.4126441,0.005261764992189839,0,2.5835861401679012e-06,0,0.0,LOW (PASS / SAFE)
2008-07-22 14:00:00,2008-07-22,0,-0.6582629575042982,0,1.410177,0.003506107351224489,0,9.518619520689516e-06,0,0.0,LOW (PASS / SAFE)
2008-07-22 15:30:00,2008-07-22,0,-0.6907370424957018,0,1.3989513,0.0044822367120933085,0,5.309881862974202e-06,0,0.0,LOW (PASS / SAFE)
2008-07-23 05:15:00,2008-07-23,0,0.6744999999999668,0,1.4031119,0.0020895732316791515,0,3.145492594317753e-06,0,0.0,LOW (PASS / SAFE)
2008-07-23 19:22:00,2008-07-23,0,-0.6745000000000332,0,1.4046295,0.0010102919378642038,0,5.9199543222376e-06,0,0.0,LOW (PASS / SAFE)
2008-07-25 15:23:00,2008-07-25,1,0.0,0,1.4152465,0.009624504612411171,0,0.9999598804412171,1,100.0,CRITICAL (DEFECT)
2008-07-27 04:18:00,2008-07-27,0,1.5199057709648311,0,1.4061152,0.0007937127091750519,0,5.120373156462999e-06,0,0.0,LOW (PASS / SAFE)
2008-07-27 09:37:00,2008-07-27,0,-0.34546077547341975,0,1.4048213,0.0001272043154611995,0,4.5417371022661955e-06,0,0.0,LOW (PASS / SAFE)
2008-07-27 11:10:00,2008-07-27,0,4.983028403967565,0,1.4039853,0.0007222283705352765,0,4.3577193973907335e-06,0,0.0,LOW (PASS / SAFE)
2008-07-27 15:46:00,2008-07-27,0,0.21712939585210292,0,1.3986654,0.004508559966390938,0,7.311874399605001e-06,0,0.0,LOW (PASS / SAFE)
2008-07-27 16:06:00,2008-07-27,0,-0.7687718665464361,0,1.4093838,0.0031201014965807437,0,7.934416917740468e-06,0,0.0,LOW (PASS / SAFE)
2008-07-27 16:49:00,2008-07-27,0,-0.2171293958521306,0,1.4060158,0.0007229512573096904,0,7.73806355181178e-06,0,0.0,LOW (PASS / SAFE)
2008-07-27 20:24:00,2008-07-27,0,-0.5802281334535638,0,1.3978485,0.005090008682977656,0,5.946714437198125e-06,0,0.0,LOW (PASS / SAFE)
2008-07-27 22:28:00,2008-07-27,0,4.451456717763787,0,1.4033961,0.0011415366380635936,0,6.193184037501571e-06,0,0.0,LOW (PASS / SAFE)
2008-07-27 22:28:00,2008-07-27,0,3.756885933273246,0,1.4151323,0.007211538824939811,0,4.183994382908906e-06,0,0.0,LOW (PASS / SAFE)
2008-07-27 23:14:00,2008-07-27,0,-0.24997249774572644,0,1.4196442,0.01042286998999025,0,4.257452803763139e-06,0,0.0,LOW (PASS / SAFE)
2008-07-28 03:31:00,2008-07-28,0,-0.575808881449392,0,1.3885019,0.008673137982736256,0,1.3629714658527587e-05,0,0.0,LOW (PASS / SAFE)
2008-07-28 03:48:00,2008-07-28,0,1.4668183339897458,0,1.4046779,0.002875692808679013,0,5.723849400818411e-06,0,0.0,LOW (PASS / SAFE)
2008-07-28 04:37:00,2008-07-28,0,0.10533251280030645,0,1.3998947,0.0005392355350557599,0,8.57136108382005e-06,0,0.0,LOW (PASS / SAFE)
2008-07-28 05:36:00,2008-07-28,0,-0.10533251280031854,0,1.3985878,0.0014722895534079758,0,6.75361293940365e-06,0,0.0,LOW (PASS / SAFE)
2008-07-28 06:45:00,2008-07-28,1,-0.7282952934226035,0,1.4053283,0.0033400495289316527,0,0.9999010502919823,1,100.0,CRITICAL (DEFECT)
2008-07-28 08:36:00,2008-07-28,0,0.8422616187475331,0,1.4072671,0.004724268315256604,0,5.839486733847134e-06,0,0.0,LOW (PASS / SAFE)
2008-07-28 15:11:00,2008-07-28,1,-0.6207047065773965,0,1.3968068,0.002743823534451678,0,0.9999198342538945,1,100.0,CRITICAL (DEFECT)
2008-07-28 23:57:00,2008-07-28,0,0.8393394052776597,0,1.4041817,0.002521467612621189,0,2.957906353399602e-06,0,0.0,LOW (PASS / SAFE)
2008-07-29 04:08:00,2008-07-29,0,0.31061406087038707,0,1.4068834,0.00441444621326559,0,3.1597032084359143e-06,0,0.0,LOW (PASS / SAFE)
2008-07-29 05:16:00,2008-07-29,0,0.043295392054609555,0,1.40989,0.006560998105555788,0,1.0654685495523458e-05,0,0.0,LOW (PASS / SAFE)
2008-07-29 06:19:00,2008-07-29,0,0.6498145918270563,0,1.4105548,0.007035551009822308,0,1.2465837548218487e-05,0,0.0,LOW (PASS / SAFE)
2008-07-29 08:23:00,2008-07-29,1,-1.0757338105622487,0,1.4109708,0.007332572106646223,0,0.9999381015517387,1,100.0,CRITICAL (DEFECT)
2008-07-29 11:47:00,2008-07-29,0,1.0156190859960121,0,1.4032682,0.001833511605161848,0,9.242620730820188e-06,0,0.0,LOW (PASS / SAFE)
2008-07-29 15:41:00,2008-07-29,0,0.7545676969754341,0,1.4061316,0.0038777656870273057,0,1.5536814265163212e-05,0,0.0,LOW (PASS / SAFE)
2008-07-29 15:49:00,2008-07-29,1,-0.04329539205461537,0,1.391497,0.0065702279893311896,0,0.9999321174998114,1,100.0,CRITICAL (DEFECT)
2008-07-29 17:05:00,2008-07-29,1,-0.6409892386460619,0,1.4126612,0.008539379886864882,0,0.9999820119285319,1,100.0,CRITICAL (DEFECT)
2008-07-29 18:08:00,2008-07-29,1,-0.6991854081729438,0,1.4067807,0.004341169661871495,0,0.9998842586258312,1,100.0,CRITICAL (DEFECT)
2008-07-29 21:07:00,2008-07-29,0,-0.04905105717266189,0,1.4016391,0.0006704484793178287,0,7.530592708818092e-06,0,0.0,LOW (PASS / SAFE)
2008-07-29 23:14:00,2008-07-29,0,-0.7490678391959846,0,1.4060724,0.003835467840287625,0,7.323291700547025e-06,0,0.0,LOW (PASS / SAFE)
2008-07-29 23:19:00,2008-07-29,0,0.7930667014316803,0,1.4081777,0.005338530760346986,0,4.0279566177058765e-06,0,0.0,LOW (PASS / SAFE)
2008-07-30 06:30:00,2008-07-30,0,-0.6745,0,1.4109772,0.0033972481899121297,0,7.996084986521946e-06,0,0.0,LOW (PASS / SAFE)
2008-07-30 07:08:00,2008-07-30,0,1.5904391664112738,0,1.4095958,0.0024148933159498817,0,8.616922171399647e-06,0,0.0,LOW (PASS / SAFE)
2008-07-30 12:02:00,2008-07-30,0,0.0,0,1.4019386,0.0030304452216831056,0,7.755262944599036e-06,0,0.0,LOW (PASS / SAFE)
2008-07-30 12:29:00,2008-07-30,1,-0.9746452650934708,0,1.3983918,0.0055526252536234584,0,0.9999414938090029,1,100.0,CRITICAL (DEFECT)
2008-07-30 21:16:00,2008-07-30,1,0.43409439166411135,0,1.4023972,0.0027043217145953625,0,0.9999340224003683,1,100.0,CRITICAL (DEFECT)
2008-07-31 13:57:00,2008-07-31,0,0.44613294040603485,0,1.4105043,0.0016007989472741392,0,3.4558932761694625e-06,0,0.0,LOW (PASS / SAFE)
2008-07-31 15:36:00,2008-07-31,0,1.3878709888670437,0,1.4025607,0.004039942264225058,0,8.963471615817832e-06,0,0.0,LOW (PASS / SAFE)
2008-07-31 17:07:00,2008-07-31,0,-0.44613294040601476,0,1.4096012,0.000959490113936035,0,6.907658316782949e-06,0,0.0,LOW (PASS / SAFE)
2008-07-31 20:18:00,2008-07-31,1,-0.9028670595939651,0,1.4097316,0.0010520972765115215,0,0.9999392064917739,1,100.0,CRITICAL (DEFECT)
2008-01-08 02:02:00,2008-01-08,0,0.3980512321660145,0,1.4026965,0.002952326252945689,0,3.621100914302655e-06,0,0.0,LOW (PASS / SAFE)
2008-01-08 05:52:00,2008-01-08,1,-0.297930897823889,1,1.4032404,0.002565683667172965,0,0.9998665497520329,1,100.0,CRITICAL (DEFECT)
2008-01-08 10:20:00,2008-01-08,0,-2.884146058509858,0,1.4016563,0.0036917177066938356,0,7.907460817879573e-06,0,0.0,LOW (PASS / SAFE)
2008-01-08 10:26:00,2008-01-08,0,0.297930897823889,0,1.4086978,0.001313452334728266,0,6.670604456653466e-06,0,0.0,LOW (PASS / SAFE)
2008-01-08 11:28:00,2008-01-08,0,-0.39902327424700956,0,1.4046355,0.0015740382187183972,0,6.865712024519415e-06,0,0.0,LOW (PASS / SAFE)
2008-01-08 12:29:00,2008-01-08,0,1.3613449344285873,0,1.4068891,2.7778884382102243e-05,0,6.9240800490696535e-06,0,0.0,LOW (PASS / SAFE)
2008-01-08 14:07:00,2008-01-08,0,-2.3876269635394043,1,1.4060485,0.0005696826260898414,0,7.5492374593661835e-06,0,0.0,LOW (PASS / SAFE)
2008-01-08 15:10:00,2008-01-08,0,0.9499767257529904,0,1.396357,0.007458411299802517,0,6.377731647218646e-06,0,0.0,LOW (PASS / SAFE)
2008-02-08 03:39:00,2008-02-08,0,0.0,0,1.4098995,0.0015624476563409124,0,6.426809670936791e-06,0,0.0,LOW (PASS / SAFE)
2008-03-08 13:09:00,2008-03-08,0,0.21390045780747508,0,1.4007514,0.002147258692608773,0,4.236388190124427e-06,0,0.0,LOW (PASS / SAFE)
2008-03-08 14:06:00,2008-03-08,0,1.0548138455827831,0,1.410262,0.00895145707405543,0,6.282629978553249e-06,0,0.0,LOW (PASS / SAFE)
2008-03-08 14:25:00,2008-03-08,0,0.2506215664439559,0,1.3998785,0.0015227949662960866,0,5.734782083920197e-06,0,0.0,LOW (PASS / SAFE)
2008-03-08 15:03:00,2008-03-08,0,0.9461527468448429,0,1.399218,0.001050225517033782,0,6.811730610441238e-06,0,0.0,LOW (PASS / SAFE)
2008-03-08 15:27:00,2008-03-08,0,-0.4028472531551571,0,1.4068389,0.006502471018186981,0,5.226183563537798e-06,0,0.0,LOW (PASS / SAFE)
2008-03-08 16:00:00,2008-03-08,0,-0.2831698218262765,0,1.3997204,0.00140970579652135,0,9.367880760821083e-06,0,0.0,LOW (PASS / SAFE)
2008-03-08 17:00:00,2008-03-08,0,1.4998069166048065,0,1.4069943,0.0066136838970604775,0,1.0389505038662524e-05,0,0.0,LOW (PASS / SAFE)
2008-03-08 17:58:00,2008-03-08,0,-1.297340076713688,1,1.4071782,0.006745194832047389,0,6.861615013995491e-06,0,0.0,LOW (PASS / SAFE)
2008-03-08 20:23:00,2008-03-08,0,-1.4560754145013608,0,1.4079394,0.0072898309091073196,0,5.056520003813992e-06,0,0.0,LOW (PASS / SAFE)
2008-03-08 22:52:00,2008-03-08,0,-0.21390045780747508,1,1.3881835,0.0068441831639833575,0,1.0232544592241303e-05,0,0.0,LOW (PASS / SAFE)
2008-04-08 00:39:00,2008-04-08,1,-0.9725366527574171,0,1.4114139,0.002424633351155762,0,0.9999560269417913,1,100.0,CRITICAL (DEFECT)
2008-04-08 03:45:00,2008-04-08,0,-1.451160087966613,0,1.4034637,0.0032217659850926686,0,8.298214131333962e-06,0,0.0,LOW (PASS / SAFE)
2008-04-08 03:49:00,2008-04-08,0,-1.8181148641028533,0,1.409044,0.0007414914158928507,0,5.4975575809571264e-06,0,0.0,LOW (PASS / SAFE)
2008-04-08 13:19:00,2008-04-08,0,0.17883720536822076,0,1.3844993,0.016690711396123867,0,2.6977008039931187e-06,0,0.0,LOW (PASS / SAFE)
2008-04-08 14:04:00,2008-04-08,0,0.707970170294347,0,1.3946671,0.009469287441077853,0,5.499448509402376e-06,0,0.0,LOW (PASS / SAFE)
2008-04-08 14:31:00,2008-04-08,0,0.804881527010265,0,1.4007106,0.005177106175982857,0,5.61684523742475e-06,0,0.0,LOW (PASS / SAFE)
2008-04-08 15:29:00,2008-04-08,0,0.8292234690425182,0,1.4048222,0.0022569226503715355,0,4.755350057743676e-06,0,0.0,LOW (PASS / SAFE)
2008-04-08 16:15:00,2008-04-08,0,-0.06108306078718646,0,1.4080349,2.4801452009523634e-05,0,2.595472257823928e-06,0,0.0,LOW (PASS / SAFE)
2008-04-08 16:31:00,2008-04-08,0,-0.10276863651742572,0,1.4124192,0.003138614032245909,0,7.21998421591908e-06,0,0.0,LOW (PASS / SAFE)
2008-04-08 17:11:00,2008-04-08,0,0.07173266042630191,0,1.4126247,0.0032845766427284672,0,4.634255343449822e-06,0,0.0,LOW (PASS / SAFE)
2008-04-08 17:46:00,2008-04-08,0,0.06108306078718646,0,1.4031436,0.003449091744457906,0,3.3496419394945273e-06,0,0.0,LOW (PASS / SAFE)
2008-04-08 18:24:00,2008-04-08,0,-1.718769313183712,0,1.4043133,0.0026183579079991693,0,6.271093193421315e-06,0,0.0,LOW (PASS / SAFE)
2008-04-08 19:58:00,2008-04-08,0,0.15845082891620546,0,1.4061648,0.001303424437346842,0,2.740497469269781e-06,0,0.0,LOW (PASS / SAFE)
2008-04-08 20:32:00,2008-04-08,0,0.6869752452915329,0,1.3954676,0.008900761379946543,0,5.660031896789226e-06,0,0.0,LOW (PASS / SAFE)
2008-04-08 20:58:00,2008-04-08,1,-0.6620247547084671,0,1.4010634,0.004926497517613731,0,0.9999200619866424,1,100.0,CRITICAL (DEFECT)
2008-04-08 21:43:00,2008-04-08,0,0.20378769595127957,0,1.402954,0.003583793898331311,0,3.964244442396351e-06,0,0.0,LOW (PASS / SAFE)
2008-04-08 22:51:00,2008-04-08,0,-0.3715949588361364,0,1.4022192,0.0041056694963675575,0,3.5063283440023498e-06,0,0.0,LOW (PASS / SAFE)
2008-04-08 23:33:00,2008-04-08,0,-1.867711570993568,0,1.4012511,0.004793234670224202,0,8.571320654059077e-06,0,0.0,LOW (PASS / SAFE)
2008-05-08 00:04:00,2008-05-08,0,1.2759552449926401,0,1.3989953,0.0027477579617294847,0,2.1388866016292646e-06,0,0.0,LOW (PASS / SAFE)
2008-05-08 01:12:00,2008-05-08,0,1.1269653162837996,0,1.4095953,0.004808213993822686,0,3.1996246109738075e-06,0,0.0,LOW (PASS / SAFE)
2008-05-08 02:15:00,2008-05-08,0,-0.5571093696956012,0,1.4134794,0.007576983708144218,0,4.119076588174769e-06,0,0.0,LOW (PASS / SAFE)
2008-05-08 02:36:00,2008-05-08,0,-0.5499346497680201,0,1.4014739,0.00098093907150534,0,2.51594026931348e-06,0,0.0,LOW (PASS / SAFE)
2008-05-08 02:45:00,2008-05-08,0,0.057779393459316326,0,1.409736,0.004908570530440362,0,2.3320720271156453e-06,0,0.0,LOW (PASS / SAFE)
2008-05-08 03:17:00,2008-05-08,0,-0.7604439855154442,0,1.3922633,0.007546516925212454,0,7.2127545253761215e-06,0,0.0,LOW (PASS / SAFE)
2008-05-08 03:36:00,2008-05-08,0,-2.515197295462256,0,1.4050992,0.0016032629903745402,0,2.9388182321282287e-06,0,0.0,LOW (PASS / SAFE)
2008-05-08 03:54:00,2008-05-08,0,-1.8971028063822504,0,1.4070668,0.0030058751778524037,0,2.1904369461921056e-06,0,0.0,LOW (PASS / SAFE)
2008-05-08 04:32:00,2008-05-08,0,0.8869938327486673,0,1.4097587,0.004924715951234061,0,4.541809771370899e-06,0,0.0,LOW (PASS / SAFE)
2008-05-08 04:35:00,2008-05-08,0,1.3770119384406407,0,1.4006898,0.0015398255586640645,0,3.783243385177028e-06,0,0.0,LOW (PASS / SAFE)
2008-05-08 05:11:00,2008-05-08,0,-1.2709176756817893,0,1.3996274,0.002297130769787457,0,7.26017541502365e-06,0,0.0,LOW (PASS / SAFE)
2008-05-08 06:10:00,2008-05-08,0,0.6548076836030299,0,1.4009593,0.0013477800271179618,0,4.701692379034414e-06,0,0.0,LOW (PASS / SAFE)
2008-05-08 06:11:00,2008-05-08,0,-0.5884033608690721,0,1.4108295,0.005688054451180362,0,5.540233793534816e-06,0,0.0,LOW (PASS / SAFE)
2008-05-08 06:21:00,2008-05-08,0,-1.0459062464637328,0,1.4005555,0.0016355933967403733,0,4.557652676876147e-06,0,0.0,LOW (PASS / SAFE)
2008-05-08 07:12:00,2008-05-08,0,-0.6941923163969701,0,1.4032786,0.00030551106215680554,0,5.435335604618695e-06,0,0.0,LOW (PASS / SAFE)
2008-05-08 07:12:00,2008-05-08,1,0.09426360755912186,0,1.4046263,0.00126616359938189,0,0.9999437976818518,1,100.0,CRITICAL (DEFECT)
2008-05-08 07:48:00,2008-05-08,0,0.7581541812832373,0,1.3939707,0.0063294071250643,0,3.443806648475669e-06,0,0.0,LOW (PASS / SAFE)
2008-05-08 08:50:00,2008-05-08,0,0.22615633133415616,0,1.4051275,0.001623487254316121,0,4.676955613187692e-06,0,0.0,LOW (PASS / SAFE)
2008-05-08 09:48:00,2008-05-08,0,-0.17654390630304417,0,1.4080065,0.0036757401889930793,0,6.811659865977009e-06,0,0.0,LOW (PASS / SAFE)
2008-05-08 14:17:00,2008-05-08,0,-0.8105143713930074,0,1.4091817,0.00451343260048931,0,7.540847806712663e-06,0,0.0,LOW (PASS / SAFE)
2008-05-08 14:45:00,2008-05-08,0,-0.057779393459323265,0,1.4088625,0.004285867143197069,0,5.185940347883874e-06,0,0.0,LOW (PASS / SAFE)
2008-05-08 15:45:00,2008-05-08,0,-0.5252047640602024,0,1.4070462,0.002991174347340246,0,6.8639140757822645e-06,0,0.0,LOW (PASS / SAFE)
2008-05-08 20:04:00,2008-05-08,0,0.7173956659499786,0,1.4092898,0.004590505740804493,0,1.7962267050758982e-06,0,0.0,LOW (PASS / SAFE)
2008-05-08 21:07:00,2008-05-08,0,0.42414807061219484,0,1.4076611,0.0034294800339397143,0,5.850504227836158e-06,0,0.0,LOW (PASS / SAFE)
2008-05-08 21:22:00,2008-05-08,0,0.5516138395382991,0,1.4019196,0.0006632141854651285,0,5.25215412506834e-06,0,0.0,LOW (PASS / SAFE)
2008-05-08 23:02:00,2008-05-08,0,0.3578964014937137,0,1.4009385,0.0013625658335290334,0,5.541487199333014e-06,0,0.0,LOW (PASS / SAFE)
2008-05-08 23:06:00,2008-05-08,0,-0.6316043340500145,0,1.4076791,0.003442311394675759,0,2.881629471029107e-06,0,0.0,LOW (PASS / SAFE)
2008-05-08 23:38:00,2008-05-08,0,1.5840102410320163,0,1.3940339,0.006284369898639772,0,6.6371911439061325e-06,0,0.0,LOW (PASS / SAFE)
2008-06-08 00:04:00,2008-06-08,0,-0.8730826759230023,0,1.3999128,0.006167190231873694,0,5.073895620453221e-06,0,0.0,LOW (PASS / SAFE)
2008-06-08 02:20:00,2008-06-08,0,0.8300883559482471,0,1.413028,0.00314352573478695,0,5.2730058083743454e-06,0,0.0,LOW (PASS / SAFE)
2008-06-08 03:22:00,2008-06-08,0,0.0,0,1.4033226,0.0037465462573023113,0,4.635000609271386e-06,0,0.0,LOW (PASS / SAFE)
2008-06-08 05:40:00,2008-06-08,1,-0.30585563269169797,0,1.4105093,0.0013554837149028756,0,0.999947942037237,1,100.0,CRITICAL (DEFECT)
2008-06-08 09:56:00,2008-06-08,0,-1.9851882297254615,0,1.4036007,0.00354910674422064,0,7.288635120824562e-06,0,0.0,LOW (PASS / SAFE)
2008-06-08 09:57:00,2008-06-08,0,0.13536825497002455,0,1.4079406,0.00046810249507734183,0,3.297178426647441e-06,0,0.0,LOW (PASS / SAFE)
2008-06-08 12:33:00,2008-06-08,0,0.06300157778479082,0,1.405445,0.002239811113321998,0,4.230439809760334e-06,0,0.0,LOW (PASS / SAFE)
2008-06-08 13:35:00,2008-06-08,0,0.3875874092773746,0,1.4119315,0.0023651079716814163,0,4.087735856593043e-06,0,0.0,LOW (PASS / SAFE)
2008-06-08 17:35:00,2008-06-08,0,-2.120769327863673,0,1.4020416,0.004655969749619344,0,6.109304899940127e-06,0,0.0,LOW (PASS / SAFE)
2008-06-08 18:00:00,2008-06-08,0,0.5738251814452506,0,1.4007748,0.005555237759051764,0,5.61377687931623e-06,0,0.0,LOW (PASS / SAFE)
2008-06-08 18:34:00,2008-06-08,0,-1.2312977279898982,0,1.4120556,0.002453206785705428,0,4.910355829700555e-06,0,0.0,LOW (PASS / SAFE)
2008-06-08 19:13:00,2008-06-08,0,-1.7282865257178852,0,1.4074016,0.0008507949417791491,0,9.529829264343434e-06,0,0.0,LOW (PASS / SAFE)
2008-06-08 19:24:00,2008-06-08,0,-0.34246465762070305,0,1.4014738,0.005059057791114414,0,4.806600884396782e-06,0,0.0,LOW (PASS / SAFE)
2008-06-08 20:00:00,2008-06-08,0,1.1755328179236335,0,1.4025769,0.004275900802662728,0,3.36890458342066e-06,0,0.0,LOW (PASS / SAFE)
2008-06-08 20:17:00,2008-06-08,0,-0.5931939097507067,0,1.4017962,0.004830136281090445,0,3.6510364054971614e-06,0,0.0,LOW (PASS / SAFE)
2008-06-08 21:15:00,2008-06-08,0,0.204329441464182,0,1.4088044,0.0001451194131051649,0,6.026415092256927e-06,0,0.0,LOW (PASS / SAFE)
2008-06-08 22:27:00,2008-06-08,0,-1.4366913852950434,0,1.4084651,9.573478930822375e-05,0,1.0929106239163703e-05,0,0.0,LOW (PASS / SAFE)
2008-06-08 23:40:00,2008-06-08,0,1.6601767118964943,0,1.404824,0.0026806436995382107,0,7.1285348399091885e-06,0,0.0,LOW (PASS / SAFE)
2008-06-08 23:45:00,2008-06-08,0,0.6745,0,1.4047835,0.002709417567711279,0,2.6229184112345518e-06,0,0.0,LOW (PASS / SAFE)
2008-07-08 00:51:00,2008-07-08,0,2.340165138721353,0,1.4012885,0.00020592955717408247,0,6.98039975889502e-06,0,0.0,LOW (PASS / SAFE)
2008-07-08 07:30:00,2008-07-08,0,-0.6780799758745518,0,1.4046469,0.0026030317229149475,0,4.614380368010782e-06,0,0.0,LOW (PASS / SAFE)
2008-07-08 08:21:00,2008-07-08,0,-0.49517575392039287,0,1.4069195,0.004225151405141408,0,4.926329451340221e-06,0,0.0,LOW (PASS / SAFE)
2008-07-08 08:45:00,2008-07-08,0,0.15312533172496814,0,1.4011456,0.00010390891622834566,0,4.469062306880979e-06,0,0.0,LOW (PASS / SAFE)
2008-07-08 08:55:00,2008-07-08,0,3.7913571773220873,0,1.3627561,0.027297354708725286,0,4.18080927720584e-06,0,0.0,LOW (PASS / SAFE)
2008-07-08 10:12:00,2008-07-08,0,0.6709200241254482,0,1.4065751,0.003979331862445633,0,9.84062722880237e-06,0,0.0,LOW (PASS / SAFE)
2008-07-08 11:10:00,2008-07-08,0,-1.2694268998793818,0,1.4110652,0.007184260521213042,0,6.866603024109279e-06,0,0.0,LOW (PASS / SAFE)
2008-07-08 11:40:00,2008-07-08,1,-0.15312533172496814,0,1.4017991,0.000570361921786752,0,0.999929708136134,1,100.0,CRITICAL (DEFECT)
2008-08-08 04:55:00,2008-08-08,0,0.9814122270742379,0,1.3989365,0.000526752123114168,0,7.436224877216372e-06,0,0.0,LOW (PASS / SAFE)
2008-08-08 07:26:00,2008-08-08,0,-0.6485803493449803,0,1.3997203,0.0010873267712688704,0,7.04193659232585e-06,0,0.0,LOW (PASS / SAFE)
2008-08-08 08:44:00,2008-08-08,1,-0.11381082969432142,0,1.402258,0.0029023097537657994,0,0.9999243331105353,1,100.0,CRITICAL (DEFECT)
2008-08-08 12:37:00,2008-08-08,1,-0.05596288209606987,0,1.4013824,0.0022760860593633216,0,0.9999601899231543,1,100.0,CRITICAL (DEFECT)
2008-08-08 20:21:00,2008-08-08,0,0.8975268122270723,0,1.4117488,0.009690080101779257,0,1.396061136996736e-05,0,0.0,LOW (PASS / SAFE)
2008-08-08 21:22:00,2008-08-08,0,1.0310130131004394,0,1.3947955,0.0024348724476766915,0,7.842896075092313e-06,0,0.0,LOW (PASS / SAFE)
2008-08-08 21:53:00,2008-08-08,0,0.0,0,1.4053473,0.005111783823260722,0,1.221744667924742e-05,0,0.0,LOW (PASS / SAFE)
2008-08-08 22:06:00,2008-08-08,0,-0.9089550218340622,0,1.4132987,0.01079861113984883,0,6.062779857882988e-06,0,0.0,LOW (PASS / SAFE)
2008-08-08 22:25:00,2008-08-08,0,0.6745,0,1.4017404,0.0025321173397296446,0,4.864055958098148e-06,0,0.0,LOW (PASS / SAFE)
2008-09-08 02:15:00,2008-09-08,0,-0.10547393774703431,0,1.4062225,0.003119043737686879,0,3.0410438246528442e-06,0,0.0,LOW (PASS / SAFE)
2008-09-08 02:37:00,2008-09-08,0,0.7136569911067178,0,1.4065169,0.003329083930851981,0,7.503328786073041e-06,0,0.0,LOW (PASS / SAFE)
2008-09-08 06:05:00,2008-09-08,0,0.9160514245718011,0,1.4043252,0.0017656875942769215,0,7.278257057310957e-06,0,0.0,LOW (PASS / SAFE)
2008-09-08 09:16:00,2008-09-08,1,-1.3246171360342538,0,1.4025972,0.000532998266292583,0,0.9999514015573582,1,100.0,CRITICAL (DEFECT)
2008-09-08 09:22:00,2008-09-08,0,-0.4849357295783946,0,1.4048805,0.002161787683249814,0,5.0414593050248215e-06,0,0.0,LOW (PASS / SAFE)
